OrderID,SupplierID,OrderDate,OrderValueUSD,PaymentMethod,LeadTimeDays
ORD_539,41,2022-02-26,7648,Credit Card,73
ORD_540,24,2022-02-17,49812,Cash,60
ORD_541,2,2022-11-24,18396,Credit Card,59
ORD_542,40,2022-02-25,32344,Bank Transfer,22
ORD_543,20,2022-03-06,396,Credit Card,8
ORD_544,34,2022-09-25,2509,Cash,49
ORD_545,43,2022-03-10,34329,Cash,42
ORD_546,26,2022-08-04,30946,Bank Transfer,27
ORD_547,7,2022-03-30,35136,Bank Transfer,39
ORD_548,38,2022-10-08,39422,Bank Transfer,83
ORD_549,30,2022-09-14,49259,Bank Transfer,25
ORD_550,42,2022-06-09,27267,Credit Card,38
ORD_551,5,2022-08-22,29091,Credit Card,85
ORD_552,11,2022-05-11,17901,Cash,24
ORD_553,1,2022-02-18,7458,Bank Transfer,24
ORD_554,34,2022-05-27,22688,Bank Transfer,60
ORD_555,1,2022-11-12,17771,Credit Card,83
ORD_556,19,2022-01-02,17602,Bank Transfer,50
ORD_557,2,2022-11-25,25228,Cash,66
ORD_558,21,2022-05-25,31745,Cash,14
ORD_559,20,2023-01-01,7737,Bank Transfer,53
ORD_560,23,2022-03-02,760,Cash,32
ORD_561,21,2022-09-30,41775,Cash,48
ORD_562,24,2022-02-18,7022,Credit Card,39
ORD_563,4,2022-11-28,28261,Cash,40
ORD_564,12,2022-05-11,44821,Bank Transfer,42
ORD_565,22,2022-02-12,4070,Bank Transfer,77
ORD_566,20,2022-02-26,3507,Cash,76
ORD_567,18,2022-02-19,27943,Bank Transfer,8
ORD_568,1,2022-06-27,9146,Credit Card,79
ORD_569,30,2022-10-20,23900,Cash,26
ORD_570,33,2022-02-15,14647,Cash,12
ORD_571,24,2022-06-19,37628,Cash,43
ORD_572,14,2022-09-28,31489,Bank Transfer,51
ORD_573,36,2022-12-02,30446,Bank Transfer,82
ORD_574,5,2022-05-19,22848,Cash,63
ORD_575,11,2022-09-04,46333,Bank Transfer,49
ORD_576,24,2022-05-28,36955,Bank Transfer,27
ORD_577,31,2022-08-18,25948,Cash,9
ORD_578,13,2022-10-07,7707,Cash,39
ORD_579,16,2022-05-05,36887,Bank Transfer,65
ORD_580,24,2022-07-11,33683,Cash,71
ORD_581,13,2022-03-21,12663,Cash,71
ORD_582,24,2022-04-04,46160,Cash,7
ORD_583,26,2022-08-14,49026,Cash,72
ORD_584,2,2022-03-06,33790,Bank Transfer,80
ORD_585,16,2022-03-29,45797,Cash,67
ORD_586,38,2022-03-29,29276,Credit Card,10
ORD_587,46,2022-07-20,15025,Cash,71
ORD_588,1,2022-08-02,21351,Credit Card,85
ORD_589,49,2022-07-23,17748,Cash,53
ORD_590,11,2022-03-30,20208,Credit Card,87
ORD_591,35,2022-03-02,11079,Credit Card,57
ORD_592,43,2022-09-28,2822,Cash,86
ORD_593,29,2022-04-04,5455,Cash,27
ORD_594,37,2022-11-03,46169,Cash,54
ORD_595,17,2022-01-27,28899,Credit Card,4
ORD_596,39,2022-08-02,35418,Bank Transfer,88
ORD_597,42,2022-03-15,32805,Bank Transfer,23
ORD_598,28,2022-03-02,44009,Cash,48
ORD_599,29,2022-07-05,23170,Bank Transfer,83
ORD_600,43,2022-01-31,11384,Bank Transfer,42
ORD_601,3,2022-08-07,21837,Cash,3
ORD_602,10,2022-01-12,23341,Credit Card,3
ORD_603,42,2022-10-29,27514,Cash,28
ORD_604,14,2022-02-01,20995,Bank Transfer,63
ORD_605,12,2022-06-09,26871,Credit Card,81
ORD_606,47,2022-08-25,1484,Bank Transfer,31
ORD_607,42,2022-08-15,22789,Credit Card,10
ORD_608,30,2022-06-30,27575,Bank Transfer,49
ORD_609,32,2022-11-13,8352,Cash,86
ORD_610,32,2022-02-15,30944,Bank Transfer,21
ORD_611,42,2022-12-07,30251,Bank Transfer,53
ORD_612,32,2022-03-21,40106,Credit Card,87
ORD_613,26,2022-05-15,23465,Bank Transfer,76
ORD_614,1,2022-09-17,6126,Cash,89
ORD_615,42,2022-11-04,32867,Cash,54
ORD_616,2,2022-09-04,28623,Cash,57
ORD_617,17,2022-06-08,10582,Credit Card,20
ORD_618,30,2022-07-22,46669,Credit Card,49
ORD_619,39,2022-04-22,48988,Bank Transfer,7
ORD_620,7,2022-10-19,48448,Bank Transfer,29
ORD_621,27,2022-11-06,41532,Bank Transfer,48
ORD_622,9,2022-04-29,25208,Credit Card,13
ORD_623,22,2022-01-17,593,Credit Card,3
ORD_624,34,2022-11-27,16565,Bank Transfer,2
ORD_625,46,2022-08-15,39867,Credit Card,16
ORD_626,49,2022-12-27,29650,Credit Card,6
ORD_627,1,2022-04-27,13933,Cash,45
ORD_628,9,2022-02-12,3070,Cash,71
ORD_629,20,2022-04-25,32879,Bank Transfer,5
ORD_630,19,2022-10-10,30058,Bank Transfer,56
ORD_631,36,2022-02-06,48419,Cash,71
ORD_632,40,2022-10-29,17245,Credit Card,32
ORD_633,45,2022-04-23,36053,Bank Transfer,49
ORD_634,4,2022-02-04,49277,Bank Transfer,13
ORD_635,9,2022-05-12,1906,Bank Transfer,30
ORD_636,41,2022-12-02,5764,Credit Card,25
ORD_637,22,2022-12-02,29000,Cash,85
ORD_638,18,2022-08-16,14226,Bank Transfer,60
ORD_639,12,2022-05-27,45762,Cash,59
ORD_640,42,2022-05-02,5254,Cash,85
ORD_641,43,2022-03-22,22308,Credit Card,28
ORD_642,39,2022-06-22,13867,Credit Card,58
ORD_643,9,2022-06-03,20143,Credit Card,20
ORD_644,6,2022-05-30,48094,Credit Card,34
ORD_645,19,2022-02-27,1625,Credit Card,5
ORD_646,48,2022-03-04,33628,Credit Card,82
ORD_647,47,2022-06-05,17078,Bank Transfer,60
ORD_648,7,2022-12-22,46748,Cash,43
ORD_649,16,2022-11-18,1155,Credit Card,57
ORD_650,5,2022-06-17,10146,Bank Transfer,57
ORD_651,16,2022-06-15,35951,Cash,75
ORD_652,1,2022-03-26,15778,Credit Card,54
ORD_653,37,2022-05-17,44976,Credit Card,81
ORD_654,39,2022-07-08,26724,Bank Transfer,45
ORD_655,19,2022-01-02,42518,Cash,86
ORD_656,37,2022-04-16,38825,Credit Card,37
ORD_657,17,2022-12-30,5355,Cash,84
ORD_658,26,2022-03-13,9511,Bank Transfer,48
ORD_659,22,2022-05-06,49212,Credit Card,54
ORD_660,8,2022-06-19,42559,Cash,48
ORD_661,33,2022-07-24,36263,Bank Transfer,6
ORD_662,2,2022-11-09,34071,Bank Transfer,34
ORD_663,30,2022-12-03,31335,Credit Card,63
ORD_664,47,2022-07-14,19294,Cash,78
ORD_665,20,2022-06-07,19576,Credit Card,48
ORD_666,18,2022-05-21,3144,Credit Card,23
ORD_667,43,2022-10-02,40140,Cash,84
ORD_668,10,2022-01-07,21157,Cash,13
ORD_669,24,2022-02-23,3614,Cash,47
ORD_670,4,2022-04-14,10090,Bank Transfer,44
ORD_671,37,2022-12-08,39060,Bank Transfer,32
ORD_672,4,2022-12-04,43635,Cash,26
ORD_673,13,2022-03-02,49396,Bank Transfer,53
ORD_674,25,2022-03-28,7607,Credit Card,14
ORD_675,13,2022-09-15,4957,Cash,52
ORD_676,18,2022-06-27,12218,Credit Card,36
ORD_677,24,2022-08-30,3246,Cash,8
ORD_678,2,2022-07-22,26501,Credit Card,40
ORD_679,48,2022-01-31,26277,Cash,86
ORD_680,33,2022-10-16,38624,Credit Card,22
ORD_681,19,2022-03-21,4514,Cash,16
ORD_682,9,2022-01-11,17594,Cash,60
ORD_683,28,2022-09-11,20537,Bank Transfer,60
ORD_684,35,2022-10-14,4037,Credit Card,10
ORD_685,39,2022-06-25,36831,Bank Transfer,25
ORD_686,10,2022-05-06,21426,Credit Card,31
ORD_687,1,2022-02-16,38765,Bank Transfer,21
ORD_688,42,2022-07-25,9074,Cash,81
ORD_689,21,2022-04-17,47245,Bank Transfer,33
ORD_690,9,2022-10-02,17600,Bank Transfer,31
ORD_691,47,2022-12-03,48924,Cash,21
ORD_692,15,2022-05-03,1850,Bank Transfer,36
ORD_693,35,2022-05-14,4127,Cash,65
ORD_694,5,2022-04-17,44396,Credit Card,4
ORD_695,41,2022-11-01,5845,Bank Transfer,68
ORD_696,22,2022-11-25,21548,Cash,4
ORD_697,41,2022-02-19,42547,Cash,9
ORD_698,23,2022-12-03,28551,Bank Transfer,30
ORD_699,7,2022-04-05,28307,Credit Card,45
ORD_700,23,2022-09-25,6038,Bank Transfer,4
ORD_701,44,2022-01-23,12250,Cash,69
ORD_702,25,2022-02-23,13506,Credit Card,23
ORD_703,27,2022-09-11,19881,Bank Transfer,16
ORD_704,41,2022-08-23,37721,Cash,22
ORD_705,6,2022-02-28,18425,Bank Transfer,72
ORD_706,34,2022-06-13,3248,Credit Card,48
ORD_707,9,2022-09-16,28979,Credit Card,62
ORD_708,49,2022-11-10,49111,Credit Card,60
ORD_709,33,2022-08-04,8033,Credit Card,80
ORD_710,6,2022-07-02,9536,Credit Card,5
ORD_711,37,2022-02-26,17769,Bank Transfer,80
ORD_712,31,2022-05-25,6574,Credit Card,7
ORD_713,34,2022-03-31,47547,Credit Card,51
ORD_714,41,2022-11-07,11328,Cash,65
ORD_715,29,2022-02-14,33638,Credit Card,9
ORD_716,14,2022-09-14,1943,Cash,82
ORD_717,36,2022-01-21,173,Cash,45
ORD_718,36,2022-01-21,16159,Cash,47
ORD_719,15,2022-02-21,20833,Bank Transfer,67
ORD_720,8,2022-12-04,40868,Bank Transfer,24
ORD_721,26,2022-06-20,25495,Cash,10
ORD_722,36,2022-03-08,20302,Bank Transfer,73
ORD_723,48,2022-04-23,13373,Credit Card,77
ORD_724,21,2022-10-27,48989,Bank Transfer,48
ORD_725,28,2022-06-09,33199,Credit Card,35
ORD_726,4,2022-09-23,7612,Credit Card,54
ORD_727,16,2022-11-16,28331,Bank Transfer,87
ORD_728,22,2022-08-20,23374,Bank Transfer,81
ORD_729,12,2022-11-21,37799,Cash,71
ORD_730,16,2022-03-09,45610,Bank Transfer,16
ORD_731,40,2022-01-28,22509,Bank Transfer,53
ORD_732,38,2022-04-26,46294,Bank Transfer,40
ORD_733,42,2022-02-20,5213,Credit Card,20
ORD_734,37,2022-06-30,41287,Credit Card,88
ORD_735,29,2022-09-17,2981,Credit Card,69
ORD_736,18,2022-03-20,46013,Cash,45
ORD_737,10,2022-09-30,46424,Cash,6
ORD_738,42,2022-04-18,19349,Cash,69
ORD_739,39,2022-03-15,35443,Credit Card,49
ORD_740,18,2022-06-24,12814,Bank Transfer,39
ORD_741,1,2022-07-03,39053,Cash,2
ORD_742,39,2022-01-23,8756,Cash,39
ORD_743,21,2022-10-01,5841,Credit Card,21
ORD_744,1,2022-05-09,16761,Cash,40
ORD_745,15,2022-10-18,31655,Bank Transfer,82
ORD_746,4,2022-11-16,28790,Credit Card,54
ORD_747,20,2022-07-05,32933,Credit Card,12
ORD_748,10,2022-02-28,37130,Bank Transfer,81
ORD_749,23,2022-01-01,5804,Bank Transfer,37
ORD_750,41,2022-05-11,48223,Bank Transfer,38
ORD_751,34,2022-03-08,41462,Cash,15
ORD_752,46,2022-10-20,12275,Bank Transfer,7
ORD_753,48,2022-10-12,12796,Credit Card,78
ORD_754,33,2022-03-30,39123,Bank Transfer,50
ORD_755,34,2022-04-10,40309,Credit Card,65
ORD_756,39,2022-07-08,28154,Credit Card,67
ORD_757,10,2022-12-12,21176,Cash,44
ORD_758,20,2022-08-29,15086,Bank Transfer,31
ORD_759,1,2022-09-27,46218,Cash,43
ORD_760,13,2022-08-07,14540,Bank Transfer,77
ORD_761,1,2022-06-25,8060,Bank Transfer,48
ORD_762,5,2022-12-07,22562,Bank Transfer,82
ORD_763,16,2022-08-21,17921,Bank Transfer,81
ORD_764,15,2022-05-31,27358,Bank Transfer,81
ORD_765,49,2022-10-04,27453,Credit Card,61
ORD_766,28,2022-08-17,23516,Credit Card,75
ORD_767,31,2022-06-20,22215,Bank Transfer,84
ORD_768,23,2022-08-11,46533,Credit Card,10
ORD_769,48,2022-08-01,25068,Cash,29
ORD_770,45,2022-10-09,22831,Cash,48
ORD_771,43,2022-02-10,22885,Cash,81
ORD_772,17,2022-05-02,39497,Bank Transfer,62
ORD_773,49,2022-08-15,13928,Bank Transfer,13
ORD_774,34,2022-10-21,4641,Credit Card,44
ORD_775,13,2022-03-29,40744,Credit Card,47
ORD_776,14,2022-09-24,13411,Credit Card,64
ORD_777,11,2022-01-29,30631,Cash,53
ORD_778,28,2022-09-04,14688,Cash,77
ORD_779,42,2022-11-12,49516,Cash,76
ORD_780,32,2022-09-01,12480,Cash,44
ORD_781,35,2022-03-02,42745,Credit Card,28
ORD_782,31,2022-05-27,17918,Bank Transfer,2
ORD_783,17,2022-06-23,30957,Bank Transfer,57
ORD_784,47,2022-10-05,21811,Cash,57
ORD_785,9,2022-11-30,5197,Bank Transfer,34
ORD_786,10,2022-05-22,28493,Bank Transfer,87
ORD_787,8,2022-02-13,22176,Bank Transfer,58
ORD_788,21,2022-05-24,18838,Cash,52
ORD_789,13,2022-12-19,29417,Credit Card,29
ORD_790,50,2022-11-29,39329,Credit Card,35
ORD_791,5,2022-02-24,7144,Bank Transfer,75
ORD_792,6,2022-11-03,5597,Credit Card,48
ORD_793,30,2022-12-24,13851,Credit Card,33
ORD_794,31,2022-06-10,29982,Cash,75
ORD_795,17,2022-10-12,42172,Cash,73
ORD_796,11,2022-11-21,43294,Bank Transfer,78
ORD_797,20,2022-07-17,43926,Bank Transfer,9
ORD_798,48,2022-06-08,22549,Bank Transfer,48
ORD_799,9,2022-03-21,44128,Cash,67
ORD_800,2,2022-01-31,33502,Credit Card,83
ORD_801,37,2022-04-22,32643,Cash,36
ORD_802,1,2022-02-15,29462,Cash,71
ORD_803,4,2022-12-19,27415,Credit Card,44
ORD_804,36,2022-07-24,27846,Credit Card,82
ORD_805,25,2022-02-21,10157,Bank Transfer,60
ORD_806,3,2022-05-18,46213,Credit Card,63
ORD_807,9,2022-03-15,43015,Credit Card,5
ORD_808,22,2022-02-10,21161,Credit Card,87
ORD_809,23,2022-03-18,34257,Credit Card,86
ORD_810,12,2022-07-06,45939,Bank Transfer,76
ORD_811,10,2022-02-21,11422,Bank Transfer,40
ORD_812,34,2022-03-28,4376,Credit Card,19
ORD_813,43,2022-04-19,12406,Credit Card,47
ORD_814,10,2022-08-13,34117,Bank Transfer,65
ORD_815,30,2022-09-05,27842,Bank Transfer,67
ORD_816,22,2022-03-10,31700,Credit Card,18
ORD_817,6,2022-04-30,17729,Cash,50
ORD_818,50,2022-03-08,8345,Bank Transfer,30
ORD_819,2,2022-03-02,31514,Bank Transfer,66
ORD_820,30,2022-11-23,43970,Bank Transfer,5
ORD_821,2,2022-07-10,30198,Credit Card,42
ORD_822,32,2022-07-08,49094,Credit Card,84
ORD_823,42,2022-05-31,10688,Bank Transfer,5
ORD_824,16,2022-10-13,542,Credit Card,50
ORD_825,12,2022-04-06,39844,Credit Card,85
ORD_826,1,2022-11-08,37543,Bank Transfer,58
ORD_827,8,2022-11-05,11903,Credit Card,79
ORD_828,48,2022-09-20,40821,Cash,84
ORD_829,50,2022-04-07,37245,Credit Card,8
ORD_830,13,2022-04-23,10699,Credit Card,31
ORD_831,15,2022-05-05,7158,Bank Transfer,12
ORD_832,44,2022-05-12,17306,Bank Transfer,21
ORD_833,8,2022-05-01,11994,Cash,62
ORD_834,10,2022-07-16,3039,Credit Card,33
ORD_835,46,2022-10-21,22249,Cash,26
ORD_836,5,2022-05-02,1131,Cash,40
ORD_837,50,2022-10-09,10308,Bank Transfer,65
ORD_838,19,2022-09-17,662,Credit Card,59
ORD_839,47,2022-02-08,43598,Bank Transfer,15
ORD_840,38,2022-02-23,49592,Cash,1
ORD_841,11,2022-06-10,21051,Cash,11
ORD_842,43,2022-10-16,49020,Bank Transfer,55
ORD_843,20,2022-07-19,46866,Bank Transfer,2
ORD_844,20,2022-10-03,28451,Bank Transfer,65
ORD_845,21,2022-01-16,18780,Bank Transfer,44
ORD_846,18,2022-06-22,49486,Bank Transfer,16
ORD_847,50,2022-09-05,21686,Cash,22
ORD_848,10,2022-08-06,9408,Bank Transfer,18
ORD_849,34,2022-03-28,9709,Credit Card,47
ORD_850,26,2022-03-23,29595,Cash,81
ORD_851,30,2022-03-03,17775,Cash,30
ORD_852,9,2022-10-14,28164,Credit Card,10
ORD_853,46,2022-02-11,8820,Credit Card,58
ORD_854,31,2022-01-12,43040,Cash,62
ORD_855,42,2022-11-17,14557,Bank Transfer,85
ORD_856,4,2022-08-22,3039,Cash,80
ORD_857,6,2022-11-25,47213,Cash,6
ORD_858,14,2022-05-11,49026,Credit Card,67
ORD_859,4,2022-04-25,38303,Cash,41
ORD_860,26,2022-08-06,23465,Bank Transfer,43
ORD_861,47,2022-05-17,5492,Credit Card,85
ORD_862,48,2022-04-16,26005,Cash,77
ORD_863,39,2022-06-28,8072,Cash,18
ORD_864,17,2022-01-16,30753,Bank Transfer,58
ORD_865,19,2022-08-30,26429,Cash,60
ORD_866,49,2022-11-30,19284,Cash,88
ORD_867,6,2022-08-14,14899,Cash,27
ORD_868,29,2022-08-30,15152,Cash,68
ORD_869,11,2022-05-21,6144,Bank Transfer,22
ORD_870,16,2022-07-18,19971,Cash,24
ORD_871,30,2022-04-22,23867,Cash,40
ORD_872,25,2022-05-07,47283,Cash,74
ORD_873,40,2022-01-21,20334,Credit Card,66
ORD_874,11,2022-05-27,21481,Bank Transfer,40
ORD_875,7,2022-03-30,17374,Credit Card,6
ORD_876,26,2022-10-30,46726,Credit Card,18
ORD_877,22,2022-07-22,22404,Bank Transfer,81
ORD_878,25,2022-03-26,17672,Credit Card,87
ORD_879,19,2022-06-16,38512,Credit Card,30
ORD_880,31,2022-03-13,49992,Credit Card,21
ORD_881,26,2022-10-25,26065,Bank Transfer,62
ORD_882,42,2022-01-09,18484,Cash,10
ORD_883,41,2022-10-08,17955,Bank Transfer,13
ORD_884,36,2022-09-15,18020,Bank Transfer,76
ORD_885,23,2022-10-02,16802,Bank Transfer,9
ORD_886,47,2022-08-26,38021,Credit Card,68
ORD_887,13,2022-01-20,1994,Cash,39
ORD_888,25,2022-08-21,31085,Bank Transfer,24
ORD_889,2,2022-08-09,28387,Bank Transfer,34
ORD_890,2,2022-11-22,8091,Cash,61
ORD_891,16,2022-01-17,15539,Cash,41
ORD_892,9,2022-03-30,29184,Cash,5
ORD_893,28,2022-07-15,42335,Credit Card,79
ORD_894,13,2022-12-16,27759,Cash,50
ORD_895,35,2022-03-25,25076,Credit Card,4
ORD_896,41,2022-03-28,38803,Bank Transfer,51
ORD_897,13,2022-11-03,17207,Credit Card,52
ORD_898,31,2022-12-04,2429,Cash,39
ORD_899,21,2022-06-03,42195,Credit Card,8
ORD_900,32,2022-08-16,2870,Cash,45
ORD_901,34,2022-09-21,4946,Credit Card,88
ORD_902,8,2022-08-11,16751,Bank Transfer,28
ORD_903,41,2022-05-01,49144,Credit Card,27
ORD_904,48,2022-06-22,14733,Bank Transfer,65
ORD_905,2,2022-01-04,13728,Cash,34
ORD_906,38,2022-12-08,669,Bank Transfer,81
ORD_907,32,2022-05-08,2073,Cash,62
ORD_908,40,2022-04-20,35690,Cash,62
ORD_909,28,2022-12-21,33138,Bank Transfer,38
ORD_910,37,2022-02-06,49188,Bank Transfer,26
ORD_911,41,2022-03-12,7741,Credit Card,24
ORD_912,1,2022-10-16,9030,Credit Card,39
ORD_913,41,2022-01-31,6780,Bank Transfer,21
ORD_914,10,2022-09-25,1357,Bank Transfer,47
ORD_915,4,2022-01-11,8350,Bank Transfer,48
ORD_916,35,2022-12-10,38238,Bank Transfer,13
ORD_917,10,2022-11-24,28857,Cash,3
ORD_918,47,2022-02-01,4958,Bank Transfer,32
ORD_919,11,2022-02-26,41449,Bank Transfer,35
ORD_920,14,2022-06-15,13591,Bank Transfer,19
ORD_921,38,2022-07-07,25394,Bank Transfer,14
ORD_922,12,2022-12-08,45304,Cash,48
ORD_923,45,2022-01-19,45738,Credit Card,86
ORD_924,17,2022-04-26,49372,Credit Card,81
ORD_925,16,2022-07-03,7008,Credit Card,68
ORD_926,35,2022-09-27,10944,Credit Card,45
ORD_927,2,2022-02-02,37729,Credit Card,19
ORD_928,11,2022-01-10,3011,Cash,64
ORD_929,41,2022-03-21,9091,Credit Card,66
ORD_930,3,2022-07-11,11672,Cash,79
ORD_931,29,2022-11-16,43166,Cash,66
ORD_932,18,2022-07-09,29793,Credit Card,75
ORD_933,20,2022-03-09,40104,Credit Card,45
ORD_934,47,2022-12-14,38433,Credit Card,87
ORD_935,14,2022-05-05,17593,Bank Transfer,74
ORD_936,34,2022-12-02,39797,Cash,67
ORD_937,49,2022-02-28,17734,Credit Card,69
ORD_938,31,2022-04-07,24661,Bank Transfer,3
ORD_939,40,2022-10-02,18133,Cash,38
ORD_940,42,2022-05-29,7451,Bank Transfer,77
ORD_941,18,2022-10-05,26021,Bank Transfer,42
ORD_942,30,2022-09-22,19440,Credit Card,83
ORD_943,25,2022-01-09,15001,Cash,40
ORD_944,19,2022-10-10,10738,Bank Transfer,50
ORD_945,8,2022-09-30,38696,Cash,35
ORD_946,28,2022-10-28,21478,Credit Card,24
ORD_947,8,2022-01-08,44424,Cash,88
ORD_948,31,2022-07-27,22920,Bank Transfer,17
ORD_949,3,2022-05-05,25160,Bank Transfer,40
ORD_950,3,2022-05-03,32742,Cash,74
ORD_951,44,2022-02-02,25478,Bank Transfer,66
ORD_952,22,2022-01-01,8250,Bank Transfer,44
ORD_953,17,2022-07-23,42975,Bank Transfer,23
ORD_954,36,2022-01-06,24159,Credit Card,6
ORD_955,17,2022-10-24,34625,Credit Card,66
ORD_956,14,2022-01-05,18293,Bank Transfer,21
ORD_957,9,2022-03-21,44067,Cash,35
ORD_958,30,2022-10-01,27901,Credit Card,29
ORD_959,21,2022-06-26,49163,Cash,7
ORD_960,12,2022-12-04,26346,Bank Transfer,53
ORD_961,37,2022-11-17,12907,Bank Transfer,37
ORD_962,32,2022-12-05,17635,Cash,23
ORD_963,11,2022-05-16,5592,Credit Card,8
ORD_964,20,2022-01-25,31457,Cash,76
ORD_965,35,2022-11-21,6402,Cash,48
ORD_966,47,2022-07-02,32414,Bank Transfer,10
ORD_967,46,2022-06-17,48797,Credit Card,79
ORD_968,11,2022-12-04,4847,Cash,24
ORD_969,8,2022-06-27,47106,Credit Card,47
ORD_970,4,2022-04-05,41270,Bank Transfer,53
ORD_971,27,2022-02-02,10786,Credit Card,39
ORD_972,44,2022-04-21,37549,Bank Transfer,67
ORD_973,40,2022-05-26,18991,Credit Card,66
ORD_974,38,2022-08-19,36296,Cash,6
ORD_975,47,2022-09-29,30028,Bank Transfer,21
ORD_976,30,2022-12-02,7594,Cash,73
ORD_977,44,2022-02-07,36823,Bank Transfer,74
ORD_978,48,2022-05-15,29977,Credit Card,36
ORD_979,48,2022-11-30,28081,Credit Card,3
ORD_980,27,2022-08-23,14126,Bank Transfer,88
ORD_981,21,2022-11-15,20522,Bank Transfer,86
ORD_982,20,2022-12-11,9344,Bank Transfer,78
ORD_983,4,2022-06-09,33581,Credit Card,42
ORD_984,11,2022-02-07,23744,Bank Transfer,45
ORD_985,13,2022-05-30,43948,Bank Transfer,44
ORD_986,9,2022-11-04,8621,Cash,33
ORD_987,4,2022-01-29,1846,Bank Transfer,60
ORD_988,12,2022-05-24,17691,Cash,86
ORD_989,9,2022-03-17,26818,Cash,83
ORD_990,13,2022-05-25,2796,Cash,83
ORD_991,48,2022-08-17,12112,Credit Card,70
ORD_992,26,2022-03-05,14788,Cash,83
ORD_993,38,2022-12-13,23557,Bank Transfer,77
ORD_994,42,2022-12-11,5136,Credit Card,26
ORD_995,13,2022-09-26,39995,Credit Card,86
ORD_996,39,2022-11-24,30060,Credit Card,21
ORD_997,28,2022-07-03,36586,Credit Card,2
ORD_998,19,2022-09-18,22259,Credit Card,47
ORD_999,24,2022-09-25,8010,Credit Card,30
ORD_1000,19,2022-06-18,2793,Credit Card,27
